run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,scheduled_charter,number_flights_matched,actual_flights_unmatched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,flights_unmatched_percent,flights_cancelled_percent,average_delay_mins,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
19/11/2018 17:22,201809,BELFAST CITY (GEORGE BEST),CANADA,MONTREAL (DORVAL),CHARTRIGHT AIR INC,C,1,0,0,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,0,0.000000,0.000000
19/11/2018 17:22,201809,BELFAST CITY (GEORGE BEST),ALBANIA,TIRANA,ASTRA AIRLINES,C,1,0,0,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,0,0.000000,0.000000
19/11/2018 17:22,201809,BELFAST CITY (GEORGE BEST),MOROCCO,CASABLANCA MOHAMED V,CHARTRIGHT AIR INC,C,1,0,0,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.000000,0,0.000000,0.000000
19/11/2018 17:22,201809,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,ABERDEEN,FLYBE LTD,S,60,0,0,18.333333,33.333333,30.000000,0.000000,11.666667,3.333333,3.333333,0.000000,0.000000,0.000000,0.000000,14.083333,60,93.333333,5.850000
19/11/2018 17:22,201809,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,BIRMINGHAM,FLYBE LTD,S,368,0,4,0.806452,26.344086,45.698925,11.021505,9.139785,4.838710,1.075269,0.000000,0.000000,0.000000,1.075269,14.304348,367,73.712737,12.833787
19/11/2018 17:22,201809,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,CARDIFF WALES,EFS EUROPEAN FLIGHT SERVICE AB,C,1,0,0,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000
19/11/2018 17:22,201809,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,CARDIFF WALES,FLYBE LTD,S,90,0,0,2.222222,45.555556,36.666667,5.555556,4.444444,5.555556,0.000000,0.000000,0.000000,0.000000,0.000000,8.144444,60,91.666667,17.366667
19/11/2018 17:22,201809,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,DONCASTER SHEFFIELD,FLYBE LTD,S,42,0,0,0.000000,38.095238,40.476190,11.904762,4.761905,2.380952,2.380952,0.000000,0.000000,0.000000,0.000000,12.071429,0,0.000000,0.000000
19/11/2018 17:22,201809,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,EAST MIDLANDS INTERNATIONAL,FLYBE LTD,S,210,0,0,5.238095,54.761905,33.333333,1.904762,3.333333,0.952381,0.476190,0.000000,0.000000,0.000000,0.000000,4.471429,221,96.860987,1.873303
19/11/2018 17:22,201809,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,EDINBURGH,FLYBE LTD,S,213,0,1,3.271028,35.046729,45.794393,9.813084,4.205607,1.401869,0.000000,0.000000,0.000000,0.000000,0.467290,6.685446,259,88.212928,4.953668
19/11/2018 17:22,201809,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,EXETER,FLYBE LTD,S,63,0,0,1.587302,49.206349,39.682540,3.174603,1.587302,3.174603,1.587302,0.000000,0.000000,0.000000,0.000000,7.174603,60,83.333333,7.350000
19/11/2018 17:22,201809,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,FARNBOROUGH,NETJETS TRANSPORTES AEREOS,C,2,0,0,0.000000,50.000000,0.000000,0.000000,0.000000,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,54.000000,0,0.000000,0.000000
19/11/2018 17:22,201809,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,FARNBOROUGH,SAXONAIR CHARTER LTD,C,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,10.000000
19/11/2018 17:22,201809,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,GLASGOW,FLYBE LTD,S,208,0,2,10.952381,59.047619,23.809524,1.904762,1.904762,0.000000,0.952381,0.476190,0.000000,0.000000,0.952381,4.793269,242,77.419355,11.694215
19/11/2018 17:22,201809,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,INVERNESS,FLYBE LTD,S,60,0,0,15.000000,35.000000,30.000000,6.666667,6.666667,6.666667,0.000000,0.000000,0.000000,0.000000,0.000000,11.500000,58,93.103448,3.051724
19/11/2018 17:22,201809,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,ISLE OF MAN,EASTERN AIRWAYS,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42,64.285714,18.928571
19/11/2018 17:22,201809,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,LEEDS BRADFORD,FLYBE LTD,S,202,0,2,4.901961,44.117647,38.235294,5.882353,5.392157,0.490196,0.000000,0.000000,0.000000,0.000000,0.980392,5.341584,226,91.228070,3.946903
